epoch,accuracy,loss,val_accuracy,val_loss
0,0.9644533395767212,0.09496749937534332,0.9775640964508057,0.05211002007126808
1,0.9748712182044983,0.06661922484636307,0.9821047186851501,0.047444529831409454
2,0.975386381149292,0.06251341849565506,0.9818376302719116,0.04501580446958542
3,0.9785918593406677,0.0556977204978466,0.9831730723381042,0.042930714786052704
4,0.980194628238678,0.050548702478408813,0.9858440160751343,0.03809841722249985
